4.081216338601757698e+00,-2.378474836796173442e+00
3.998919648464512200e+00,-2.285088663741249526e+00
4.526599442832582199e+00,-2.292986331600692651e+00
3.565303098368188373e+00,-2.033702713879562030e+00
4.049874790170445493e+00,1.367813779998491519e+00
3.482016417784628892e+00,-1.999936068594231786e+00
3.789704779782532285e+00,-2.180232089923869410e+00
3.835118165313047722e+00,-2.108380009259262611e+00
1.999163850402474019e+00,-6.311004099981286364e-02
3.181538350958955430e+00,-1.667843069171639270e+00
3.759403876229678865e+00,-1.932508892257331468e+00
2.993797221826186572e+00,-1.516868545546646185e+00
1.418829025354295392e-01,-3.782255049617770037e+00
2.451754115391749256e+00,-1.243266364276783831e+00
2.324330091374597007e+00,-2.472562576232821829e+00
-2.067913355153540245e+00,-2.042015051407582327e+00
1.655603072976238321e+00,-3.988025641594546311e+00
3.568724864488079795e+00,-3.937091365057378223e+00
2.337062917677385165e+00,-2.297542768200613317e+00
3.797009320707178226e+00,-2.228452280347710257e+00
3.632360293886031766e+00,-2.650733375035677408e+00
-3.770378106376568450e+00,3.988753978380783494e+00
4.682535918609623593e+00,-1.481093589266843980e+00
2.832384287944374357e+00,-3.479672873450370574e+00
-2.130997980526690760e+00,-2.029402806868266129e+00
2.657475011168310086e+00,-3.717880811933850893e+00
4.067753483229615163e+00,-1.128314427507875362e+00
-3.795546768229112189e+00,3.989710056180704623e+00
3.951822666984136312e+00,-2.258371062476975943e+00
4.217730563547615219e+00,-1.691033294687001254e+00
2.974607391516508326e+00,-3.942484363838415273e+00
2.279826568550370247e+00,-4.958321449852258311e+00
1.852363591352836458e+00,3.990498418129067026e+00
4.255882879514090611e+00,-2.219890621809445630e+00
1.741587848428159391e-01,4.368491736111796975e+00
1.587439689230093931e+00,1.490456793108958733e+00
-2.956447727228291855e-01,1.858696669539820379e+00
1.713927822171897875e+00,1.225059531984146854e+00
1.787883272267527968e+00,1.633021433086962126e+00
-7.564438859135675930e-01,-2.374137152487274083e+00
1.581240742054762949e+00,1.689696146619823258e+00
9.283545677298441490e-01,1.745410692736498737e+00
2.847539144451898707e+00,2.157815992701321406e+00
2.631882542268181524e+00,-1.782135491224061008e+00
2.246708827604273928e+00,2.472166401802643243e+00
2.288320031981846414e-01,3.233659821705030080e+00
-2.494181215877809554e-01,-4.592091261645457223e+00
2.681972885846314991e+00,-3.417270556728551512e+00
-1.319340495189255114e-01,-1.513042043821858085e-01
2.213065570751768796e+00,-1.711701542931324482e+00
3.797131764773908014e+00,-2.094179957875877296e+00
3.522574375189169160e+00,-2.162148197042075282e+00
2.683889438734528010e+00,-3.603258323793398610e+00
1.850637896384010883e+00,2.705298344291396928e-01
3.060815738009369014e+00,-3.179994305736692173e+00
7.579451269901985588e-01,-4.818474661020823446e-01
3.806364468642414511e+00,-2.114911079395015214e+00
-2.448776222751070542e+00,-9.147984814838132639e-01
3.168292029405400889e+00,-1.918375648746844409e+00
3.691275069096841666e+00,-2.132532165000447844e+00
1.920850307385252309e+00,-3.362081772965030524e+00
-1.872030553892276572e-01,-2.084737296272866303e+00
-4.613930011277404541e-01,-1.782114541550041231e+00
-1.617679866288762369e+00,-3.172446164175430017e+00
2.800513064048447062e-02,-2.658885902715677485e+00
-1.600944816598490528e+00,-3.148513785827239619e+00
-1.461677177064416799e+00,-4.272011330905581161e+00
-1.018457982121939054e+00,-1.426212093576416429e+00
4.198631421767073491e+00,-3.088874426679943497e+00
-1.990579052186662423e+00,-2.060348373384750076e+00
2.846996182192087499e-01,6.493550421701593800e-01
5.135217155518396748e-01,1.022746211950027906e+00
5.313778361588418875e+00,-1.986214169209717939e+00
3.021150709577102855e-01,2.561804836956014797e-01
-4.547913831749800240e-01,-2.310683329898275851e+00
1.286513027748850402e-01,-2.593406029825948700e+00
3.019848218865558431e-01,-2.820223953907627923e+00
-7.020165001169678121e-01,-2.688027191166439067e+00
3.725943376675747709e-01,-1.566592047928677234e+00
-2.224261665888436212e+00,-9.161095986991639739e-01
-1.642646536041126593e-01,-1.675608567004384541e+00
3.967660309043653799e-02,-2.105369036809031869e+00
1.557699604494452161e-01,-2.001719574787075295e+00
